A	Coef	t	p.value	p.value.adj	F	F.p.value	group2 - group1
4.42	-0.616	-1.47	0.22154	1	2.16	0.22154	0
3.36	0.008	0.05	0.96422	1	0	0.96422	0
5.21	0.306	2	0.12242	1	3.99	0.12242	0
4.78	-2.723	-1.54	0.20317	1	2.39	0.20317	0
4.93	0.079	0.47	0.66681	1	0.22	0.66681	0
4.09	0.02	0.13	0.90152	1	0.02	0.90152	0
3.06	-0.139	-0.88	0.43025	1	0.78	0.43025	0
2.94	-0.03	-0.14	0.89434	1	0.02	0.89434	0
4.29	-0.093	-0.59	0.59009	1	0.35	0.59009	0
8.83	-0.274	-0.99	0.38055	1	0.99	0.38055	0
4.58	-0.118	-0.75	0.50048	1	0.56	0.50048	0
6.29	-0.226	-0.43	0.69027	1	0.19	0.69027	0
6.02	-0.091	-0.52	0.63452	1	0.27	0.63452	0
2.92	-0.028	-0.16	0.8834	1	0.02	0.8834	0
6.61	0.17	0.95	0.39853	1	0.91	0.39853	0
9.5	-0.051	-0.21	0.84136	1	0.05	0.84136	0
3.3	-0.023	-0.11	0.9195	1	0.01	0.9195	0
3.7	-0.183	-1.09	0.33994	1	1.2	0.33994	0
4.38	0.015	0.07	0.95129	1	0	0.95129	0
4.18	-0.036	-0.21	0.84167	1	0.05	0.84167	0
8.81	1.311	5.13	0.00852	1	26.27	0.00852	0
3.61	0.059	0.21	0.848	1	0.04	0.848	0
5.47	0.879	2.39	0.08065	1	5.71	0.08065	0
2.93	-0.076	-0.44	0.68576	1	0.19	0.68576	0
7.91	-0.096	-0.62	0.57142	1	0.38	0.57142	0
5.46	0.709	1.56	0.20067	1	2.42	0.20067	0
4.88	0.221	0.82	0.4604	1	0.68	0.4604	0
9.1	0.441	2.01	0.12022	1	4.06	0.12022	0
5.34	-0.098	-0.6	0.58054	1	0.37	0.58054	0
3.1	-0.042	-0.26	0.80547	1	0.07	0.80547	0
5.98	-0.151	-0.86	0.44203	1	0.74	0.44203	0
4.26	-0.042	-0.25	0.81716	1	0.06	0.81716	0
3.17	-0.006	-0.03	0.97749	1	0	0.97749	0
6.19	-0.007	-0.03	0.9772	1	0	0.9772	0
4.54	-0.01	-0.04	0.97088	1	0	0.97088	0
3.41	0.475	1.59	0.19393	1	2.51	0.19393	0
3.86	0.066	0.39	0.71728	1	0.15	0.71728	0
6.72	0.186	1.1	0.33971	1	1.2	0.33971	0
4.92	0.039	0.23	0.82972	1	0.05	0.82972	0
6.94	0.035	0.05	0.96104	1	0	0.96104	0
4.43	1.085	2.24	0.0943	1	5.02	0.0943	0
5.61	0.198	1.18	0.30769	1	1.4	0.30769	0
3.73	-0.12	-0.63	0.56656	1	0.39	0.56656	0
6.18	0	0	1	1	0	1	0
2.83	0.23	1.44	0.2292	1	2.07	0.2292	0
4.63	0.362	1.25	0.28462	1	1.56	0.28462	0
6.03	0.079	0.44	0.68769	1	0.19	0.68769	0
5.88	-0.102	-0.41	0.70165	1	0.17	0.70165	0
6.12	0.186	1.04	0.36341	1	1.07	0.36341	0
3.26	0.007	0.04	0.97032	1	0	0.97032	0
4.67	0.199	1.14	0.32237	1	1.3	0.32237	0
6.41	0.137	0.79	0.47476	1	0.63	0.47476	0
5.49	0.119	0.71	0.51969	1	0.5	0.51969	0
4.81	0.678	2.42	0.07788	1	5.88	0.07788	0
6.6	-0.259	-0.34	0.74943	1	0.12	0.74943	0
6.02	0.192	1.07	0.35146	1	1.13	0.35146	0
7.74	-0.39	-0.58	0.59388	1	0.34	0.59388	0
4.6	-0.249	-1.6	0.19076	1	2.56	0.19076	0
3.33	0.424	1.41	0.23628	1	2	0.23628	0
3.34	-0.211	-1.3	0.26898	1	1.69	0.26898	0
3.58	0.116	0.73	0.50926	1	0.53	0.50926	0
5.84	-0.021	-0.13	0.90125	1	0.02	0.90125	0
3.46	-0.423	-1.44	0.2288	1	2.08	0.2288	0
3.28	-0.015	-0.09	0.93133	1	0.01	0.93133	0
6.4	-0.588	-1.43	0.23054	1	2.06	0.23054	0
2.89	-0.067	-0.36	0.74029	1	0.13	0.74029	0
4.43	-0.238	-1.21	0.29796	1	1.47	0.29796	0
3.7	0.175	0.77	0.48893	1	0.59	0.48893	0
5.86	-0.053	-0.22	0.83553	1	0.05	0.83553	0
6.54	-0.569	-1.18	0.30794	1	1.4	0.30794	0
4.92	-0.001	-0.01	0.99595	1	0	0.99595	0
5.24	-0.174	-0.77	0.49015	1	0.59	0.49015	0
5	0.534	2.29	0.08979	1	5.23	0.08979	0
5.63	-0.001	0	0.997	1	0	0.997	0
3.98	0	0	0.99997	1	0	0.99997	0
4.85	-1.603	-1.24	0.28792	1	1.54	0.28792	0
6.15	0.449	2.2	0.09845	1	4.84	0.09845	0
3.33	-0.048	-0.25	0.81306	1	0.06	0.81306	0
5.26	-0.029	-0.13	0.90385	1	0.02	0.90385	0
4.1	0.336	1.19	0.30444	1	1.42	0.30444	0
3.93	0.205	1.34	0.2561	1	1.8	0.2561	0
4.24	0.189	1.11	0.33245	1	1.24	0.33245	0
6.25	-1.222	-1.59	0.19294	1	2.53	0.19294	0
11.52	-0.193	-0.6	0.58611	1	0.35	0.58611	0
5.11	0.601	3.79	0.02235	1	14.36	0.02235	0
5.81	-0.073	-0.43	0.69341	1	0.18	0.69341	0
8.08	0.619	2.47	0.07421	1	6.11	0.07421	0
3.55	-0.317	-1.34	0.25754	1	1.79	0.25754	0
4.54	0.903	1.87	0.1402	1	3.51	0.1402	0
5.98	-0.181	-0.93	0.41063	1	0.86	0.41063	0
3.5	-0.094	-0.39	0.71977	1	0.15	0.71977	0
7.23	-0.459	-1.47	0.2205	1	2.17	0.2205	0
4.79	0.379	1.86	0.1426	1	3.46	0.1426	0
7.32	0.28	0.44	0.68442	1	0.19	0.68442	0
7.3	0.496	0.73	0.51149	1	0.53	0.51149	0
6.66	0.107	0.5	0.64758	1	0.25	0.64758	0
4.89	0.134	0.6	0.58373	1	0.36	0.58373	0
4.83	0.145	0.71	0.51758	1	0.51	0.51758	0
8.97	0.194	0.4	0.70865	1	0.16	0.70865	0
3.61	-0.958	-1.01	0.37585	1	1.01	0.37585	0
7.4	0.3	1.36	0.25009	1	1.86	0.25009	0
4.51	0.086	0.53	0.6285	1	0.28	0.6285	0
7.32	1.394	1.25	0.28375	1	1.57	0.28375	0
6.23	-0.206	-0.38	0.72197	1	0.15	0.72197	0
5.69	0.664	2.68	0.06046	1	7.16	0.06046	0
5.28	-0.48	-2.93	0.04725	1	8.6	0.04725	0
3.58	-0.16	-0.69	0.53214	1	0.47	0.53214	0
4.41	0.117	0.52	0.63295	1	0.27	0.63295	0
5.46	-0.417	-1.74	0.16226	1	3.04	0.16226	0
4.5	-0.142	-0.88	0.43316	1	0.77	0.43316	0
6.4	-0.279	-1.48	0.21861	1	2.19	0.21861	0
4.39	-0.155	-0.94	0.40633	1	0.88	0.40633	0
3.39	-0.194	-1.13	0.32707	1	1.27	0.32707	0
5.67	0.049	0.24	0.82213	1	0.06	0.82213	0
6.03	-0.111	-0.52	0.63511	1	0.27	0.63511	0
3.25	-0.122	-0.52	0.63369	1	0.27	0.63369	0
4.51	0.072	0.36	0.73832	1	0.13	0.73832	0
5.81	-0.253	-1.4	0.23961	1	1.96	0.23961	0
5.3	-0.079	-0.39	0.71646	1	0.15	0.71646	0
4.51	-2.672	-1.34	0.25736	1	1.79	0.25736	0
4.43	0.606	2.91	0.04833	1	8.46	0.04833	0
4.81	0.151	0.75	0.49591	1	0.57	0.49591	0
3.64	-0.193	-1.22	0.29386	1	1.49	0.29386	0
4.64	-0.205	-0.46	0.6698	1	0.21	0.6698	0
4.17	-0.072	-0.39	0.71956	1	0.15	0.71956	0
4.15	0.044	0.22	0.83802	1	0.05	0.83802	0
2.81	-0.139	-0.71	0.5212	1	0.5	0.5212	0
2.83	0.007	0.05	0.96591	1	0	0.96591	0
3.82	0.06	0.36	0.73529	1	0.13	0.73529	0
2.88	-0.02	-0.12	0.91253	1	0.01	0.91253	0
3.79	0.092	0.6	0.5856	1	0.36	0.5856	0
7.06	-0.127	-0.54	0.62289	1	0.29	0.62289	0
4.98	-0.199	-1.3	0.26897	1	1.69	0.26897	0
8.63	-0.182	-0.81	0.46851	1	0.65	0.46851	0
7.21	-0.119	-0.52	0.63411	1	0.27	0.63411	0
5.74	0.034	0.21	0.84824	1	0.04	0.84824	0
5.62	0.077	0.32	0.76539	1	0.1	0.76539	0
6.53	0.683	1.13	0.3265	1	1.28	0.3265	0
5.61	-0.038	-0.14	0.89522	1	0.02	0.89522	0
3.65	0.13	0.77	0.48572	1	0.6	0.48572	0
4.34	0.163	0.96	0.39535	1	0.92	0.39535	0
3.93	-0.029	-0.17	0.87086	1	0.03	0.87086	0
2.97	-0.101	-0.66	0.55057	1	0.43	0.55057	0
3.59	0.061	0.36	0.73566	1	0.13	0.73566	0
5.57	-0.657	-2.19	0.0997	1	4.79	0.0997	0
7.81	-0.691	-1.55	0.20186	1	2.4	0.20186	0
7.93	1.99	0.83	0.45616	1	0.69	0.45616	0
3.09	-0.102	-0.62	0.57217	1	0.38	0.57217	0
6.33	0.231	1.05	0.35611	1	1.11	0.35611	0
5.74	0.37	1.41	0.23746	1	1.98	0.23746	0
6.87	0.05	0.33	0.76277	1	0.11	0.76277	0
3.84	-0.384	-1.57	0.1973	1	2.47	0.1973	0
3.14	-0.033	-0.19	0.86218	1	0.03	0.86218	0
6.09	1.542	8	0.00185	1	63.96	0.00185	0
4.23	-0.191	-0.78	0.48256	1	0.61	0.48256	0
4.46	-0.259	-1.63	0.18466	1	2.65	0.18466	0
4.34	-0.094	-0.4	0.70938	1	0.16	0.70938	0
3.17	-0.017	-0.1	0.92432	1	0.01	0.92432	0
2.72	0.109	0.71	0.51962	1	0.51	0.51962	0
5.42	0.397	2.02	0.11978	1	4.07	0.11978	0
7.01	-0.685	-1.06	0.35412	1	1.12	0.35412	0
5.92	-0.912	-2.61	0.06464	1	6.8	0.06464	0
3.3	-0.133	-0.83	0.45652	1	0.69	0.45652	0
5.1	0.051	0.31	0.77426	1	0.1	0.77426	0
4.74	-0.143	-0.78	0.48464	1	0.6	0.48464	0
4.47	-0.322	-2.02	0.11953	1	4.08	0.11953	0
4.87	-0.054	-0.32	0.76955	1	0.1	0.76955	0
5.21	0.067	0.24	0.8266	1	0.06	0.8266	0
4.48	-0.256	-1.5	0.21483	1	2.24	0.21483	0
5.39	-0.329	-0.68	0.53484	1	0.47	0.53484	0
6.4	-0.041	-0.26	0.80556	1	0.07	0.80556	0
6.28	0.08	0.45	0.67742	1	0.2	0.67742	0
3.09	-0.15	-0.84	0.45346	1	0.7	0.45346	0
3.27	0.109	0.68	0.53644	1	0.46	0.53644	0
4.81	-0.838	-4.04	0.01836	1	16.31	0.01836	0
6.8	-0.132	-0.74	0.50224	1	0.55	0.50224	0
3.95	-0.152	-0.81	0.46445	1	0.66	0.46445	0
4.55	0.591	3.01	0.04407	1	9.04	0.04407	0
8.87	1.725	1.51	0.21201	1	2.27	0.21201	0
3.47	-0.009	-0.06	0.95763	1	0	0.95763	0
5.23	0.024	0.09	0.93163	1	0.01	0.93163	0
5.62	0.788	1.38	0.24518	1	1.91	0.24518	0
5.76	0.025	0.08	0.94232	1	0.01	0.94232	0
4.94	0.035	0.15	0.89196	1	0.02	0.89196	0
6.43	-0.108	-0.64	0.55935	1	0.41	0.55935	0
4.41	0.069	0.32	0.76329	1	0.11	0.76329	0
4.64	-0.293	-1.47	0.22208	1	2.15	0.22208	0
3.75	1.159	1.42	0.23322	1	2.03	0.23322	0
5.31	-0.239	-0.73	0.50636	1	0.54	0.50636	0
5.82	0.111	0.68	0.53634	1	0.46	0.53634	0
3.2	0.023	0.1	0.92695	1	0.01	0.92695	0
2.88	0.384	1.72	0.16748	1	2.94	0.16748	0
5.08	0.399	1.58	0.19605	1	2.48	0.19605	0
5.05	-0.109	-0.56	0.60695	1	0.32	0.60695	0
6.41	0.067	0.32	0.76589	1	0.1	0.76589	0
6.66	0.023	0.13	0.90437	1	0.02	0.90437	0
4.17	0.189	0.86	0.44341	1	0.73	0.44341	0
5.88	-0.114	-0.7	0.52424	1	0.49	0.52424	0
4.84	-0.239	-0.93	0.41141	1	0.86	0.41141	0
5.15	0.012	0.06	0.9538	1	0	0.9538	0
4.61	0.274	1.13	0.32775	1	1.27	0.32775	0
5.46	-0.076	-0.45	0.67489	1	0.21	0.67489	0
3.06	0.04	0.19	0.85723	1	0.04	0.85723	0
3.27	-0.087	-0.46	0.67325	1	0.21	0.67325	0
4.4	0.17	1	0.37858	1	1	0.37858	0
4.64	0.159	0.84	0.44951	1	0.71	0.44951	0
4.98	0.171	0.91	0.42048	1	0.82	0.42048	0
6.48	-0.159	-0.73	0.50683	1	0.54	0.50683	0
4.37	-0.033	-0.16	0.88221	1	0.03	0.88221	0
4.03	0.196	0.77	0.48886	1	0.59	0.48886	0
4.89	-0.085	-0.33	0.76059	1	0.11	0.76059	0
6.68	0.012	0.06	0.95608	1	0	0.95608	0
6.05	-0.468	-1.36	0.25037	1	1.86	0.25037	0
3.66	-0.194	-0.94	0.40245	1	0.89	0.40245	0
4.17	-0.198	-1.15	0.31744	1	1.33	0.31744	0
7.17	1.77	2.41	0.07936	1	5.79	0.07936	0
3.4	0.14	0.82	0.46211	1	0.67	0.46211	0
4.05	-0.143	-0.15	0.88542	1	0.02	0.88542	0
3.17	-0.027	-0.14	0.8962	1	0.02	0.8962	0
7.14	-0.234	-1.38	0.24586	1	1.9	0.24586	0
5.87	-4.022	-1.39	0.24145	1	1.94	0.24145	0
3.4	-0.009	-0.04	0.97077	1	0	0.97077	0
3.2	-0.066	-0.42	0.69818	1	0.18	0.69818	0
4.07	0.011	0.06	0.95392	1	0	0.95392	0
4.04	-0.149	-0.72	0.51401	1	0.52	0.51401	0
3.71	-0.428	-2.78	0.05442	1	7.75	0.05442	0
5.84	0.363	1.61	0.18832	1	2.6	0.18832	0
4.87	-0.031	-0.17	0.87348	1	0.03	0.87348	0
6.82	0.168	0.46	0.66845	1	0.22	0.66845	0
6.61	-0.052	-0.32	0.76924	1	0.1	0.76924	0
2.98	-0.001	-0.01	0.99357	1	0	0.99357	0
4.81	-0.234	-1.2	0.30101	1	1.44	0.30101	0
8.1	0.563	2.32	0.08682	1	5.38	0.08682	0
7.64	-0.522	-2.47	0.07415	1	6.11	0.07415	0
6.54	0.082	0.27	0.79849	1	0.08	0.79849	0
9.72	-0.243	-0.52	0.63238	1	0.27	0.63238	0
4.54	0.002	0.01	0.99541	1	0	0.99541	0
5.17	-0.654	-1.06	0.3544	1	1.12	0.3544	0
3.28	-0.017	-0.08	0.94039	1	0.01	0.94039	0
3.26	-0.18	-0.83	0.45586	1	0.69	0.45586	0
7.11	-0.693	-0.65	0.55501	1	0.42	0.55501	0
4.56	-0.016	-0.09	0.93145	1	0.01	0.93145	0
5.63	0.177	0.81	0.46483	1	0.66	0.46483	0
5.09	0.517	1.68	0.1747	1	2.82	0.1747	0
5.44	0.283	1.46	0.22361	1	2.13	0.22361	0
3.69	-1.243	-1.33	0.259	1	1.78	0.259	0
3.32	-0.128	-0.59	0.58862	1	0.35	0.58862	0
3.33	-0.068	-0.36	0.73784	1	0.13	0.73784	0
4.66	0.032	0.2	0.85512	1	0.04	0.85512	0
4.42	0.193	0.97	0.39341	1	0.93	0.39341	0
5.17	0.232	1.34	0.25579	1	1.81	0.25579	0
3.28	0.158	1	0.37853	1	1	0.37853	0
3.19	-0.615	-1.33	0.26073	1	1.76	0.26073	0
5.63	0.008	0.04	0.97193	1	0	0.97193	0
3.87	-0.071	-0.44	0.68753	1	0.19	0.68753	0
8.34	-1.002	-1.87	0.14072	1	3.5	0.14072	0
2.65	0.141	0.8	0.47329	1	0.64	0.47329	0
7.02	0.757	1.52	0.20828	1	2.32	0.20828	0
4.49	-0.072	-0.42	0.69708	1	0.18	0.69708	0
6.28	-0.329	-1.51	0.21131	1	2.28	0.21131	0
6.37	-0.049	-0.12	0.91038	1	0.01	0.91038	0
2.76	-0.082	-0.43	0.69147	1	0.18	0.69147	0
3.74	-0.166	-1.09	0.34254	1	1.18	0.34254	0
5.44	0.137	0.76	0.49089	1	0.58	0.49089	0
3.91	-0.157	-0.99	0.38312	1	0.98	0.38312	0
4.74	-0.041	-0.23	0.83302	1	0.05	0.83302	0
3.52	0.048	0.28	0.79549	1	0.08	0.79549	0
5.15	0.135	0.66	0.55046	1	0.43	0.55046	0
5.07	0	0	0.99999	1	0	0.99999	0
4.91	0.453	0.74	0.50172	1	0.55	0.50172	0
4.73	0.096	0.27	0.80193	1	0.07	0.80193	0
7.33	0.545	2.52	0.07042	1	6.36	0.07042	0
6.32	-0.261	-1.22	0.29634	1	1.48	0.29634	0
4.28	0.222	1.14	0.32149	1	1.31	0.32149	0
4.52	0.221	1.3	0.26961	1	1.68	0.26961	0
4.62	0.349	1.74	0.16287	1	3.03	0.16287	0
3.35	0.119	0.66	0.54921	1	0.43	0.54921	0
4.04	-0.044	-0.28	0.79371	1	0.08	0.79371	0
4.5	0.072	0.44	0.68621	1	0.19	0.68621	0
3.85	-0.194	-1.22	0.29578	1	1.48	0.29578	0
6.66	-1.233	-1.54	0.20492	1	2.36	0.20492	0
6.46	0.116	0.66	0.54831	1	0.44	0.54831	0
6.46	0.133	0.47	0.66501	1	0.22	0.66501	0
3.3	0.057	0.32	0.76735	1	0.1	0.76735	0
4.92	0.108	0.48	0.65837	1	0.23	0.65837	0
4.23	-0.164	-0.9	0.42534	1	0.8	0.42534	0
5.57	0.227	1.1	0.33942	1	1.2	0.33942	0
3.26	0.263	0.98	0.38682	1	0.96	0.38682	0
4.71	0.049	0.27	0.80502	1	0.07	0.80502	0
4.52	0.087	0.46	0.66868	1	0.22	0.66868	0
3.68	-0.137	-0.38	0.72472	1	0.14	0.72472	0
5.59	0.075	0.27	0.80139	1	0.07	0.80139	0
5.96	-0.401	-2.32	0.08629	1	5.4	0.08629	0
4.36	-0.105	-0.46	0.66824	1	0.22	0.66824	0
3.35	0.26	1.55	0.20114	1	2.41	0.20114	0
3.03	0.005	0.03	0.9762	1	0	0.9762	0
2.89	-0.071	-0.46	0.66895	1	0.21	0.66895	0
6.6	0.271	1.55	0.20265	1	2.39	0.20265	0
5.49	0.226	0.75	0.49665	1	0.57	0.49665	0
4.57	0.081	0.37	0.73023	1	0.14	0.73023	0
6.03	-0.112	-0.34	0.74947	1	0.12	0.74947	0
11.69	0.929	1.74	0.1633	1	3.02	0.1633	0
7.83	-0.014	-0.08	0.93956	1	0.01	0.93956	0
5.42	-0.013	-0.08	0.93809	1	0.01	0.93809	0
5.85	0.835	2.16	0.10321	1	4.65	0.10321	0
6.02	-0.019	-0.1	0.928	1	0.01	0.928	0
4.17	0.055	0.33	0.75972	1	0.11	0.75972	0
3.37	-0.071	-0.4	0.713	1	0.16	0.713	0
3.3	-0.249	-1.34	0.25558	1	1.81	0.25558	0
7.84	0.208	1.33	0.25985	1	1.77	0.25985	0
4.1	-0.032	-0.18	0.86957	1	0.03	0.86957	0
4.64	-0.295	-1.69	0.17238	1	2.86	0.17238	0
2.79	-0.038	-0.22	0.83958	1	0.05	0.83958	0
3.88	-0.288	-1.2	0.30099	1	1.44	0.30099	0
3.08	0	0	0.99973	1	0	0.99973	0
9.54	-0.006	-0.01	0.99065	1	0	0.99065	0
2.9	-0.003	-0.01	0.99048	1	0	0.99048	0
5.32	-0.089	-0.44	0.68385	1	0.19	0.68385	0
5.24	0.169	1	0.37917	1	1	0.37917	0
3.37	-0.088	-0.45	0.67676	1	0.2	0.67676	0
4.74	-0.031	-0.19	0.8576	1	0.04	0.8576	0
6.53	1.656	2.52	0.07028	1	6.37	0.07028	0
6.48	0.129	0.75	0.49975	1	0.56	0.49975	0
7.67	0.261	1.12	0.33218	1	1.24	0.33218	0
5.65	0.104	0.55	0.61396	1	0.3	0.61396	0
5.23	0.268	1.54	0.20356	1	2.38	0.20356	0
7.26	0.149	0.62	0.56938	1	0.39	0.56938	0
3.88	0.019	0.1	0.92626	1	0.01	0.92626	0
5.78	0.199	0.85	0.44613	1	0.73	0.44613	0
4.66	-0.329	-1.64	0.18134	1	2.71	0.18134	0
5.56	-0.027	-0.08	0.93765	1	0.01	0.93765	0
2.93	0.067	0.42	0.69976	1	0.17	0.69976	0
4.17	-0.11	-0.67	0.54039	1	0.45	0.54039	0
5.98	-0.769	-0.93	0.41116	1	0.86	0.41116	0
4	-0.343	-1.89	0.13753	1	3.58	0.13753	0
3.26	0.24	1.43	0.23295	1	2.03	0.23295	0
4.01	-0.14	-0.6	0.58379	1	0.36	0.58379	0
4.43	1.102	1.88	0.13911	1	3.54	0.13911	0
5.4	-0.083	-0.52	0.63124	1	0.27	0.63124	0
6.45	-0.423	-1.57	0.19641	1	2.48	0.19641	0
5.19	-0.194	-0.97	0.39014	1	0.95	0.39014	0
3.43	-0.001	-0.01	0.99489	1	0	0.99489	0
4.55	0.022	0.11	0.91521	1	0.01	0.91521	0
3.7	-0.263	-1.61	0.18849	1	2.59	0.18849	0
5.83	-0.103	-0.59	0.588	1	0.35	0.588	0
3.02	0.015	0.09	0.93209	1	0.01	0.93209	0
6.88	-0.133	-0.48	0.65546	1	0.23	0.65546	0
4.97	-0.003	-0.01	0.99234	1	0	0.99234	0
3.22	-0.122	-0.79	0.47728	1	0.62	0.47728	0
5.69	0.156	0.83	0.45834	1	0.68	0.45834	0
5.09	-0.507	-1.96	0.1272	1	3.85	0.1272	0
5.36	0.636	4.08	0.01782	1	16.62	0.01782	0
4.92	0.275	1.52	0.21006	1	2.3	0.21006	0
2.99	0.058	0.38	0.72357	1	0.15	0.72357	0
7.79	-0.6	-3.69	0.02421	1	13.63	0.02421	0
5.01	0.136	0.49	0.65166	1	0.24	0.65166	0
2.94	-0.003	-0.02	0.98577	1	0	0.98577	0
2.99	0.037	0.24	0.82354	1	0.06	0.82354	0
3.32	-0.007	-0.04	0.96766	1	0	0.96766	0
5.02	0.001	0.01	0.99558	1	0	0.99558	0
3.93	0.103	0.67	0.53997	1	0.45	0.53997	0
5.41	0.055	0.32	0.76556	1	0.1	0.76556	0
6.77	0.053	0.25	0.81399	1	0.06	0.81399	0
4.04	-0.301	-1.73	0.16566	1	2.98	0.16566	0
3.05	0.309	1.88	0.13988	1	3.52	0.13988	0
5.98	-0.526	-1.78	0.15525	1	3.18	0.15525	0
7.57	-0.077	-0.23	0.83352	1	0.05	0.83352	0
7.53	0.009	0.01	0.99144	1	0	0.99144	0
4.58	-0.105	-0.52	0.63083	1	0.27	0.63083	0
4.49	-0.021	-0.11	0.91555	1	0.01	0.91555	0
3.66	-0.208	-1.15	0.3203	1	1.32	0.3203	0
8.18	0.364	0.78	0.48357	1	0.6	0.48357	0
3.55	-0.056	-0.35	0.74303	1	0.12	0.74303	0
3.52	0.011	0.06	0.95647	1	0	0.95647	0
10.6	-0.511	-1.16	0.31456	1	1.35	0.31456	0
2.98	0.12	0.77	0.48748	1	0.59	0.48748	0
5.35	0.012	0.06	0.95312	1	0	0.95312	0
4.82	-0.234	-1.37	0.24752	1	1.88	0.24752	0
4.67	-0.11	-0.59	0.59084	1	0.35	0.59084	0
7.91	-0.136	-0.31	0.77614	1	0.09	0.77614	0
5.93	1.513	4.08	0.01776	1	16.66	0.01776	0
4.33	0.017	0.11	0.91775	1	0.01	0.91775	0
4.39	0.139	0.8	0.47361	1	0.64	0.47361	0
3.95	0.296	1.9	0.13557	1	3.63	0.13557	0
3.3	0.038	0.22	0.83752	1	0.05	0.83752	0
3.32	-0.058	-0.38	0.72803	1	0.14	0.72803	0
3.52	0.15	0.73	0.5107	1	0.53	0.5107	0
6	0.571	1.65	0.18068	1	2.72	0.18068	0
4.72	0.088	0.47	0.66597	1	0.22	0.66597	0
6.77	-0.419	-0.66	0.546	1	0.44	0.546	0
5.18	0.049	0.21	0.84741	1	0.04	0.84741	0
5.6	-0.202	-0.59	0.58957	1	0.35	0.58957	0
4	0.009	0.05	0.96603	1	0	0.96603	0
3.62	0.366	1.97	0.12659	1	3.87	0.12659	0
3.52	0.171	0.63	0.56461	1	0.4	0.56461	0
5.42	-0.096	-0.62	0.57	1	0.39	0.57	0
4.73	0.137	0.72	0.51321	1	0.52	0.51321	0
7.26	1.142	1.86	0.1417	1	3.48	0.1417	0
5.22	0.152	0.71	0.52185	1	0.5	0.52185	0
5.16	-0.04	-0.26	0.81072	1	0.07	0.81072	0
5.54	0.033	0.17	0.87431	1	0.03	0.87431	0
3.76	0.023	0.15	0.88994	1	0.02	0.88994	0
4.74	0.181	0.96	0.39407	1	0.93	0.39407	0
3.45	-0.153	-0.97	0.39239	1	0.94	0.39239	0
6.33	-0.016	-0.1	0.92767	1	0.01	0.92767	0
6.19	0.264	1.23	0.2923	1	1.51	0.2923	0
3.46	0.231	1.15	0.31895	1	1.32	0.31895	0
3.58	0.002	0.01	0.99357	1	0	0.99357	0
4.78	-0.11	-0.56	0.60508	1	0.32	0.60508	0
6	0.054	0.33	0.75601	1	0.11	0.75601	0
6.07	0.241	1.3	0.2692	1	1.69	0.2692	0
5.67	-0.032	-0.16	0.8819	1	0.03	0.8819	0
3.13	-0.186	-1.07	0.3506	1	1.14	0.3506	0
3.49	-0.518	-1.83	0.14668	1	3.36	0.14668	0
4.53	0.078	0.48	0.65975	1	0.23	0.65975	0
3.47	0.042	0.26	0.81171	1	0.07	0.81171	0
4.5	0.119	0.65	0.55612	1	0.42	0.55612	0
7.82	0.05	0.1	0.92611	1	0.01	0.92611	0
5.19	0.231	1.26	0.28034	1	1.6	0.28034	0
4.19	0.311	1.75	0.16173	1	3.05	0.16173	0
4.44	-0.1	-0.39	0.72091	1	0.15	0.72091	0
5.07	-0.036	-0.18	0.8677	1	0.03	0.8677	0
4.7	0.471	1.43	0.2322	1	2.04	0.2322	0
6.08	0.115	0.68	0.53646	1	0.46	0.53646	0
6.91	-0.486	-1.4	0.23855	1	1.97	0.23855	0
3.03	0.073	0.41	0.7074	1	0.16	0.7074	0
3.09	0.098	0.61	0.57617	1	0.37	0.57617	0
5.19	-0.048	-0.3	0.78075	1	0.09	0.78075	0
3.48	-0.145	-0.71	0.51972	1	0.5	0.51972	0
5.03	-0.37	-1.52	0.20882	1	2.31	0.20882	0
4.34	-0.064	-0.23	0.82696	1	0.06	0.82696	0
3.75	-0.388	-1.18	0.31025	1	1.38	0.31025	0
4.94	0.218	0.9	0.42279	1	0.81	0.42279	0
3.42	-0.042	-0.27	0.80274	1	0.07	0.80274	0
3.55	0.003	0.02	0.98864	1	0	0.98864	0
5.15	-0.07	-0.43	0.69293	1	0.18	0.69293	0
6.77	0.137	0.73	0.50991	1	0.53	0.50991	0
7.82	-0.031	-0.13	0.90487	1	0.02	0.90487	0
3.02	-0.25	-0.93	0.40833	1	0.87	0.40833	0
4.12	0.101	0.35	0.74366	1	0.12	0.74366	0
5.1	-0.215	-1.08	0.34442	1	1.17	0.34442	0
4.11	-0.032	-0.18	0.87016	1	0.03	0.87016	0
3.79	0.063	0.35	0.74665	1	0.12	0.74665	0
7.23	-0.308	-0.24	0.82488	1	0.06	0.82488	0
3.47	0.123	0.75	0.49817	1	0.56	0.49817	0
2.85	0.067	0.42	0.6966	1	0.18	0.6966	0
3.73	0.288	1.54	0.20487	1	2.36	0.20487	0
3.12	-0.108	-0.66	0.5484	1	0.44	0.5484	0
5.47	-0.479	-1.7	0.17021	1	2.89	0.17021	0
4.76	-0.048	-0.25	0.81882	1	0.06	0.81882	0
4.01	0.098	0.47	0.66444	1	0.22	0.66444	0
3.12	-0.224	-0.73	0.50844	1	0.53	0.50844	0
3.9	-0.048	-0.25	0.8158	1	0.06	0.8158	0
2.86	0.003	0.02	0.98876	1	0	0.98876	0
